ingredients,gluten,lactose,oeufs,poisson,fruits_de_mer,vegetarien
huile tomate creme orge citron carotte paprika,1,1,0,0,0,1
citron courgette poivre poulet,0,0,0,0,0,0
epinard poivron paprika aubergine creme cafe cumin bar huile,0,1,0,1,0,0
homard pomme de terre curcuma poivron salade,0,0,0,0,1,0
salade sucre couscous mayonnaise poivre noix,1,0,1,0,0,1
orge beurre creme poivron persil salade,1,1,0,0,0,1
thym ail chocolat sucre persil,0,0,0,0,0,1
chocolat carotte pomme de terre persil,0,0,0,0,0,1
thym champignon pomme de terre miel parmesan cumin,0,1,0,0,0,1
couscous oignon mayonnaise huile cafe persil aubergine,1,0,1,0,0,1
carotte dinde paprika ail cumin brioche,1,0,0,0,0,0
oignon miel veau cafe thym,0,0,0,0,0,0
yaourt concombre poivre couscous epinard lait miel,1,1,0,0,0,1
noix champignon poivre cumin mascarpone,0,1,0,0,0,1
fromage concombre citron poivre beurre cafe,0,1,0,0,0,1
cabillaud sel couscous chocolat concombre,1,0,0,1,0,0
citron ail moule persil,0,0,0,0,1,0
concombre sucre citron farine thym,1,0,0,0,0,1
epinard sel aubergine poivre chocolat orge,1,0,0,0,0,1
cumin epinard veau pates olive,1,0,0,0,0,0
champignon cafe pates orge huile poivre,1,0,0,0,0,1
salade sel mozzarella semoule champignon,1,1,0,0,0,1
curcuma boeuf huile mozzarella carotte miel pomme de terre champignon,0,1,0,0,0,0
pates chocolat thym concombre sel,1,0,0,0,0,1
paprika ail epinard persil calamar,0,0,0,0,1,0
olive miel ail champignon tomate poivre bar,0,0,0,1,0,0
miel tomate thym persil poivron,0,0,0,0,0,1
chocolat oignon cumin persil cafe bar carotte,0,0,0,1,0,0
poivre oeuf mayonnaise sucre concombre curcuma,0,0,1,0,0,1
poivre paprika pates tomate farine,1,0,0,0,0,1
persil sel pain oignon courgette,1,0,0,0,0,1
sel semoule huile thym salade champignon oeuf courgette,1,0,1,0,0,1
salade couscous champignon noix paprika citron,1,0,0,0,0,1
cumin citron poivron oeuf courgette salade farine parmesan,1,1,1,0,0,1
persil champignon courgette poivre,0,0,0,0,0,1
epinard noix cumin persil aubergine sardine citron oignon,0,0,0,1,0,0
champignon orge olive parmesan paprika tomate creme concombre sel cafe,1,1,0,0,0,1
champignon tomate cumin paprika poivron,0,0,0,0,0,1
courgette ail thym curcuma couscous salade,1,0,0,0,0,1
tomate poivre mascarpone oeuf brioche thym aubergine,1,1,1,0,0,1
cafe orge huile poivron champignon poivre courgette curcuma,1,0,0,0,0,1
persil orge huile concombre miel,1,0,0,0,0,1
oignon noix boeuf ail persil pomme de terre chocolat,0,0,0,0,0,0
courgette fromage creme curcuma,0,1,0,0,0,1
oeuf paprika noix oignon,0,0,1,0,0,1
thym cafe pain mozzarella ail oeuf pomme de terre parmesan oignon cumin noix,1,1,1,0,0,1
carotte olive poivron sel yaourt mozzarella couscous,1,1,0,0,0,1
persil pomme de terre parmesan mayonnaise chocolat,0,1,1,0,0,1
poivron poivre veau,0,0,0,0,0,0
oignon persil salade mozzarella thym pomme de terre parmesan,0,1,0,0,0,1
ail sel citron concombre curcuma,0,0,0,0,0,1
curcuma oeuf cafe poivron aubergine pates sel olive,1,0,1,0,0,1
oeuf ail persil,0,0,1,0,0,1
olive concombre persil champignon sel carotte pates,1,0,0,0,0,1
poivron biscuit paprika pomme de terre poivre parmesan farine concombre,1,1,0,0,0,1
persil biscuit veau courgette thym noix beurre,1,1,0,0,0,0
saumon sucre miel aubergine persil curcuma,0,0,0,1,0,0
cumin courgette tomate mayonnaise concombre cafe chocolat,0,0,1,0,0,1
thym poivron noix curcuma biscuit,1,0,0,0,0,1
pates thon thym oeuf champignon tomate courgette persil citron,1,0,1,1,0,0
cumin huile curcuma carotte,0,0,0,0,0,1
sel noix couscous epinard sucre ail aubergine,1,0,0,0,0,1
fromage aubergine curcuma pomme de terre farine carotte thym,1,1,0,0,0,1
orge paprika tomate citron poivre calamar concombre,1,0,0,0,1,0
cumin miel sel epinard aubergine,0,0,0,0,0,1
miel aubergine curcuma mascarpone ail sel beurre,0,1,0,0,0,1
champignon sel salade oeuf parmesan aubergine beurre,0,1,1,0,0,1
courgette mascarpone oignon curcuma farine dinde carotte,1,1,0,0,0,0
concombre sardine tomate mayonnaise thym,0,0,1,1,0,0
sardine cumin chocolat pomme de terre lait champignon,0,1,0,1,0,0
pain curcuma tomate miel poivron cafe,1,0,0,0,0,1
persil epinard poivre,0,0,0,0,0,1
noix sel sucre salade,0,0,0,0,0,1
curcuma ail citron courgette tomate crabe pain,1,0,0,0,1,0
salade cafe carotte cumin concombre pates oeuf olive,1,0,1,0,0,1
curcuma semoule carotte ail farine oeuf epinard,1,0,1,0,0,1
mayonnaise oignon cumin citron tomate,0,0,1,0,0,1
sucre oeuf carotte farine thym huile,1,0,1,0,0,1
carotte farine olive semoule thym brioche poivre,1,0,0,0,0,1
tomate dinde persil oignon champignon sel,0,0,0,0,0,0
carotte poivre sel chocolat,0,0,0,0,0,1
pain oignon citron persil curcuma miel pates,1,0,0,0,0,1
miel curcuma carotte olive,0,0,0,0,0,1
creme paprika pomme de terre poivre carotte ail,0,1,0,0,0,1
paprika ail calamar courgette cumin sucre,0,0,0,0,1,0
aubergine curcuma sucre cabillaud pomme de terre huile semoule,1,0,0,1,0,0
ail mayonnaise oeuf persil,0,0,1,0,0,1
thym carotte moule citron sel,0,0,0,0,1,0
mayonnaise poivre pomme de terre curcuma,0,0,1,0,0,1
yaourt persil carotte huile beurre tomate thym,0,1,0,0,0,1
miel pomme de terre poivre oignon concombre citron,0,0,0,0,0,1
tomate thym sucre aubergine cafe boeuf champignon persil,0,0,0,0,0,0
thym mayonnaise carotte courgette dinde tomate brioche curcuma,1,0,1,0,0,0
thym epinard oeuf noix olive veau concombre cumin,0,0,1,0,0,0
pomme de terre persil thym tomate salade chocolat,0,0,0,0,0,1
farine thym parmesan oeuf salade mascarpone carotte poivron,1,1,1,0,0,1
mayonnaise carotte tomate curcuma semoule thym miel creme pomme de terre,1,1,1,0,0,1
huile aubergine persil poivron oignon noix mozzarella,0,1,0,0,0,1
ail persil tomate oignon sel mayonnaise,0,0,1,0,0,1
champignon pomme de terre citron sel,0,0,0,0,0,1
parmesan persil yaourt poivre carotte champignon,0,1,0,0,0,1
pates sel carotte concombre chocolat poivre huile,1,0,0,0,0,1
cumin noix ail persil,0,0,0,0,0,1
farine huile oeuf champignon sel parmesan ail,1,1,1,0,0,1
epinard semoule olive couscous poivre poivron pomme de terre cafe,1,0,0,0,0,1
citron oignon persil tomate cumin,0,0,0,0,0,1
salade miel oignon crevette epinard thym paprika,0,0,0,0,1,0
pates semoule orge carotte epinard poivre,1,0,0,0,0,1
aubergine paprika carotte poivron citron moule,0,0,0,0,1,0
epinard agneau sel cafe champignon,0,0,0,0,0,0
creme poivre thym homard carotte,0,1,0,0,1,0
parmesan carotte tomate salade thym huile oeuf lait,0,1,1,0,0,1
dinde persil carotte semoule,1,0,0,0,0,0
couscous courgette champignon tomate pain paprika poivre,1,0,0,0,0,1
bar concombre chocolat courgette cumin,0,0,0,1,0,0
carotte epinard oeuf thym oignon huile pates curcuma sucre,1,0,1,0,0,1
beurre mozzarella sel poivre sucre pomme de terre huile,0,1,0,0,0,1
semoule champignon tomate sucre olive poivron poivre cumin cabillaud,1,0,0,1,0,0
courgette orge thon thym,1,0,0,1,0,0
carotte curcuma couscous champignon poivron chocolat cumin cafe,1,0,0,0,0,1
poivre farine ail sel,1,0,0,0,0,1
pates creme miel champignon noix veau cumin,1,1,0,0,0,0
huile salade sel agneau citron,0,0,0,0,0,0
parmesan noix pomme de terre curcuma courgette thym citron,0,1,0,0,0,1
mayonnaise carotte salade agneau cafe persil cumin oignon,0,0,1,0,0,0
curcuma sucre bar citron pomme de terre,0,0,0,1,0,0
parmesan curcuma aubergine creme citron poivron couscous,1,1,0,0,0,1
tomate concombre sel poivron poivre yaourt creme,0,1,0,0,0,1
thym farine salade aubergine biscuit concombre oeuf,1,0,1,0,0,1
citron sucre poivre courgette sardine,0,0,0,1,0,0
sel veau sucre salade poivre,0,0,0,0,0,0
miel citron aubergine poivre oeuf mozzarella,0,1,1,0,0,1
carotte sucre sel yaourt ail,0,1,0,0,0,1
curcuma pomme de terre creme champignon,0,1,0,0,0,1
noix champignon thym huile epinard salade,0,0,0,0,0,1
concombre thym carotte epinard huile,0,0,0,0,0,1
couscous poivre concombre,1,0,0,0,0,1
parmesan champignon thym,0,1,0,0,0,1
paprika cafe sel tomate biscuit ail huile,1,0,0,0,0,1
sel salade olive biscuit champignon miel farine,1,0,0,0,0,1
curcuma persil calamar aubergine oeuf,0,0,1,0,1,0
pain thym poivron ail semoule mayonnaise champignon huile,1,0,1,0,0,1
tomate paprika ail,0,0,0,0,0,1
ail tomate chocolat boeuf couscous poivron persil,1,0,0,0,0,0
concombre cumin thym huile tomate oeuf poivron,0,0,1,0,0,1
cumin veau miel champignon,0,0,0,0,0,0
curcuma noix pain pomme de terre poivron,1,0,0,0,0,1
pates miel curcuma sel champignon mayonnaise poivron semoule,1,0,1,0,0,1
brioche persil ail couscous huile paprika orge poivron,1,0,0,0,0,1
aubergine pomme de terre poivre noix thym concombre mayonnaise chocolat,0,0,1,0,0,1
poivre tomate huile oeuf concombre persil pain,1,0,1,0,0,1
boeuf persil concombre pain miel chocolat,1,0,0,0,0,0
tomate curcuma poivre parmesan ail,0,1,0,0,0,1
olive poivre sucre poivron pain farine semoule,1,0,0,0,0,1
carotte cumin epinard sardine poivron cafe curcuma,0,0,0,1,0,0
aubergine persil courgette concombre pates poivre brioche couscous,1,0,0,0,0,1
semoule ail curcuma olive,1,0,0,0,0,1
cafe ail oignon persil thym courgette mayonnaise,0,0,1,0,0,1
brioche paprika aubergine chocolat salade carotte,1,0,0,0,0,1
poivre chocolat cumin crabe courgette,0,0,0,0,1,0
salade poivre thym,0,0,0,0,0,1
thym semoule tomate olive salade oignon citron,1,0,0,0,0,1
persil mascarpone ail poivron,0,1,0,0,0,1
creme pates poivre curcuma farine chocolat oignon pain,1,1,0,0,0,1
huile thym pomme de terre mayonnaise ail,0,0,1,0,0,1
poivron sel thym huile miel veau aubergine,0,0,0,0,0,0
semoule curcuma concombre ail poivron cumin,1,0,0,0,0,1
epinard pomme de terre poivron persil,0,0,0,0,0,1
beurre salade creme huile sucre poivre,0,1,0,0,0,1
cafe olive courgette couscous brioche lait sel,1,1,0,0,0,1
aubergine epinard curcuma persil pomme de terre,0,0,0,0,0,1
mayonnaise noix persil biscuit poivre carotte,1,0,1,0,0,1
miel mascarpone sel farine paprika carotte,1,1,0,0,0,1
miel epinard oignon huile pain fromage cumin tomate sel,1,1,0,0,0,1
biscuit courgette sel pain noix,1,0,0,0,0,1
oignon bar carotte paprika,0,0,0,1,0,0
mozzarella thym mayonnaise sucre noix tomate,0,1,1,0,0,1
champignon oignon fromage poivre sucre,0,1,0,0,0,1
bar tomate curcuma cumin poivron sucre epinard,0,0,0,1,0,0
poivre poivron noix oignon thym epinard,0,0,0,0,0,1
poivron olive thym oignon homard cumin,0,0,0,0,1,0
aubergine cumin noix miel champignon,0,0,0,0,0,1
chocolat concombre curcuma dinde miel epinard,0,0,0,0,0,0
cumin ail oignon tomate creme,0,1,0,0,0,1
courgette ail poivron creme persil,0,1,0,0,0,1
oeuf cafe olive thym sel poivron carotte concombre,0,0,1,0,0,1
huile persil cumin sucre courgette oignon,0,0,0,0,0,1
pain aubergine parmesan thym salade farine sucre,1,1,0,0,0,1
epinard couscous courgette bar oeuf curcuma chocolat persil oignon,1,0,1,1,0,0
carotte aubergine epinard huile thym,0,0,0,0,0,1
paprika oignon pates sel aubergine poivron,1,0,0,0,0,1
oignon creme homard courgette curcuma persil,0,1,0,0,1,0
orge ail huile tomate thym oignon farine,1,0,0,0,0,1
huile curcuma olive cumin cabillaud pomme de terre tomate carotte,0,0,0,1,0,0
thym carotte tomate parmesan yaourt curcuma fromage chocolat salade,0,1,0,0,0,1
huile persil farine biscuit carotte noix,1,0,0,0,0,1
creme paprika epinard poivre,0,1,0,0,0,1
